"CNPJ","DSC_PRODUTO","DIA","MES","ANO","VAL_MEDIO_VENDIDO"
440239000182,"GASOLINA ADIT V-POWER",24,7,2019,"4.56596561"
440239000182,"GASOLINA ADIT V-POWER",25,7,2019,"4.573256944"
440239000182,"GASOLINA ADIT V-POWER",26,7,2019,"4.547999243"
440239000182,"GASOLINA ADIT V-POWER",27,7,2019,"4.480263502"
440239000182,"GASOLINA ADIT V-POWER",28,7,2019,"4.414780965"
440239000182,"GASOLINA ADIT V-POWER",29,7,2019,"4.418594949"
47508411126338,"GASOLINA ADITIV",24,7,2019,"4.274623677"
47508411126338,"GASOLINA ADITIV",26,7,2019,"4.281178366"
47508411126338,"GASOLINA ADITIV",28,7,2019,"4.257434813"
47508411145120,"GASOLINA ADITIV",21,7,2019,"4.276946179"
47508411145120,"GASOLINA ADITIV",24,7,2019,"4.257598251"
47508411145120,"GASOLINA ADITIV",28,7,2019,"4.271105588"
47508411145200,"GASOLINA ADITIV",15,7,2019,"4.281644484"
47508411145200,"GASOLINA ADITIV",17,7,2019,"4.325547301"
47508411145200,"GASOLINA ADITIV",20,7,2019,"4.326133071"
47508411145200,"GASOLINA ADITIV 1362",24,7,2019,"4.117057536"
47508411126338,"GASOLINA ADITIV 1612",15,7,2019,"4.31145905"
47508411145120,"GASOLINA ADITIV 1612",15,7,2019,"4.489688235"
47508411126338,"GASOLINA ADITIV PET",22,7,2019,"4.270784254"
47508411145200,"GASOLINA ADITIV PET",22,7,2019,"4.206427279"
47508411126338,"GASOLINA ADITIV TEX",10,7,2019,"4.360416732"
47508411145120,"GASOLINA ADITIV TEX",10,7,2019,"4.378551838"
47508411145200,"GASOLINA ADITIV TEX",10,7,2019,"4.294121624"
